id,operacional_system,processor,memory,graphics,fk_game_id
b1f40ae872c44df582ee1374b9f8311d1,Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 3330 (3.0GHz) 4core/4Thread AMD Ryzen™ 3 1200(3.1GHz) 4core/4Thread, ",8GB or more ,"NVIDIA® GeForce® GTX 760 (VRAM 2GB),  AMD Radeon™ R7 260X (VRAM 2GB)",35GB or more ,b1f40ae872c44df582ee1374b9f8311d
b1f40ae872c44df582ee1374b9f8311d2,Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 7500,  AMD Ryzen™ 3 3100",8GB or more ,"NVIDIA® GeForce™ GTX 1070,  AMD Radeon™ RX Vega 56",35GB or more ,b1f40ae872c44df582ee1374b9f8311d
6904d1bb60dc41b19b56f459bb57ebf91,Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i3-3210,  AMD A8-7600",4GB or more ,"NVIDIA® GeForce® GT 730,  AMD Radeon™ R7 240,  VRAM 2GB or more",60GB or more ,6904d1bb60dc41b19b56f459bb57ebf9
6904d1bb60dc41b19b56f459bb57ebf92,Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i3-3210,  AMD A8-7600",4GB or more ,,60GB or more ,6904d1bb60dc41b19b56f459bb57ebf9
d294725796114096a9d1da9914bb1a1f1,Windows® 8.1 / 10 64-bit,AMD A8-5500 / Intel® Celeron™ G1610,8 GB RAM,AMD Radeon™ R7 260X / NVIDIA® GeForce® GTX 750,15GB,d294725796114096a9d1da9914bb1a1f
d294725796114096a9d1da9914bb1a1f2,Windows® 8.1 / 10 64-bit,AMD A10-5700 / Intel® Core™ i3-3210,8 GB RAM,AMD Radeon™ R9 270X / NVIDIA® GeForce® GTX 760,15GB,d294725796114096a9d1da9914bb1a1f
9636eeea8fb3441eb0272f54551d5aef1,Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 3330 (3.0GHz) 4core/4Thread ,  AMD Ryzen™3 1200 (3.1GHz) 4core/4Thread",8GB or more ,"NVIDIA® GeForce® GTX 760 (VRAM 2GB),   AMD Radeon™ R7 260X  (VRAM 2GB)",75GB or more ,9636eeea8fb3441eb0272f54551d5aef
9636eeea8fb3441eb0272f54551d5aef2,Windows 10 64bit (ver. 1909 or later),"Intel® Core™ i5 7500 (3.4GHz) 4core/4Thread,  AMD Ryzen™3 3100 (3.1GHz) 4core/8Thread",8GB or more ,"NVIDIA® GeForce™ GTX 1070 (VRAM 8GB),   AMD Radeon™ RX Vega 56 (VRAM 8GB)",75GB or more ,9636eeea8fb3441eb0272f54551d5aef
d846d2cbd4b14b08aa09916d414034d31,Microsoft Windows® 2000/XP,"Intel Pentium III or AMD Athlon, 1.4 GHz",256 MB of RAM,64 MB DirectX 9.0c compliant graphics card,4 GB,d846d2cbd4b14b08aa09916d414034d3
d846d2cbd4b14b08aa09916d414034d32,Microsoft Windows® XP,Pentium IV or Athlon 2.2 GHz,512 MB of RAM,128 MB DirectX 9.0c compliant graphics card,4 GB,d846d2cbd4b14b08aa09916d414034d3
89552dc85bbb439a892510ede1f0eb561,Windows 7,"Dual Core processor, 2.0 GHz",2GB,"NVIDIA GeForce 9800 GTX, 1 GB or AMD Radeon HD 4870, 1 GB",2GB,89552dc85bbb439a892510ede1f0eb56
89552dc85bbb439a892510ede1f0eb562,Windows 10,"Dual Core processor, 3.0 GHz",4GB,,3GB,89552dc85bbb439a892510ede1f0eb56
85d95b671f104f9ab38b9a157ee5a82a1,Windows 10,i7,4GB,GeForce 900 Series,1GB,85d95b671f104f9ab38b9a157ee5a82a
85d95b671f104f9ab38b9a157ee5a82a2,Windows 10,i9,8GB,GeForce 900 Series,1GB,85d95b671f104f9ab38b9a157ee5a82a
ffad2f4353684ae4902df9ba25cdc4a41,7,3.0 GHz Dual-Core - Intel Core 2 Duo E8400 / Athlon 64 X2 6000+, 4 GB RAM,"1GB VRAM, DirectX® 9.0c Compatible - Intel HD 4400 / NVIDIA GeForce 9600GT / AMD Radeon HD 3850",1 GB,ffad2f4353684ae4902df9ba25cdc4a4
ffad2f4353684ae4902df9ba25cdc4a42,8.1,3.1 GHz Dual-Core - Intel i3 2100,6 GB RAM,"2 GB VRAM, DirectX® 9.0c Compatible - NVIDIA GeForce GTX 550 Ti / AMD Radeon HD 5850",1 GB,ffad2f4353684ae4902df9ba25cdc4a4
b5e5f4fbdd4a40348c3a9a554f0769221,Windows 7,Intel Core2 Duo E6400 @ 2.13GHz,8 GB RAM,GeForce GT 730 OR Radeon HD 4830,2 GB available space,b5e5f4fbdd4a40348c3a9a554f076922
b5e5f4fbdd4a40348c3a9a554f0769222,Windows 10,Intel Core i5-2300,8 GB RAM,GeForce GTX 650 OR Radeon HD 7750,2 GB available space,b5e5f4fbdd4a40348c3a9a554f076922
f83354d936b74f7e9419366862b1e0241,Windows 7 64 Bit,Intel Quad Core 1.7Ghz CPU,8GB RAM,nVidia GTX 670 or equivalent,20GB,f83354d936b74f7e9419366862b1e024
f83354d936b74f7e9419366862b1e0242,Windows 10 64 Bit,Intel Quad Core 2.3Ghz CPU,16GB RAM,nVidia GTX 970 or equivalent,20GB,f83354d936b74f7e9419366862b1e024
bd77b70e6c5148289ee04fba600b6bcf1,Windows 7 64 Bit,Intel Core 2 Duo or equivalent,2 GB RAM, Graphics Card with support for DirectX 11,3 GB available space,bd77b70e6c5148289ee04fba600b6bcf
bd77b70e6c5148289ee04fba600b6bcf2,Windows 10 64 Bit,Intel i7 - 3.4Ghz,6 GB RAM,NVIDIA GeForce GTX 1060 (3GB) or AMD equivalent,3 GB available space,bd77b70e6c5148289ee04fba600b6bcf
c367569acede446995c5a3663e9934461,Windows 10,Intel Core i5 2.5 GHz or equivalent,4 GB Ram,Intel HD Graphics 4000,3 GB available space,c367569acede446995c5a3663e993446
c367569acede446995c5a3663e9934462,Windows 10,Intel Core i7 3.0 GHz or equivalent,8 GB Ram,NVIDIA Geforce 10 Series or AMD Radeon RX 500 Series,5 GB available space,c367569acede446995c5a3663e993446
d279707bcff1451c9b4aabb2c5b09f0c1,Windows 7 64-bit and above,"AMD Athlon X4 880K, 4Ghz., or Intel Pentium G4500, 3.5Ghz",4 GB RAM,"Intel HD Graphics 520, or AMD Radeon Vega Integrated Graphics",5 GB available space,d279707bcff1451c9b4aabb2c5b09f0c
d279707bcff1451c9b4aabb2c5b09f0c2,Windows 10 64-bit,"AMD Ryzen 1500X, 3.5Ghz or equivalent",8 GB RAM,"AMD RX 480, NVIDIA GTX 970 , 4 GB of Video Memory and above",5 GB available space,d279707bcff1451c9b4aabb2c5b09f0c
9fc33e99abf342138323856854e745ec1,Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,9fc33e99abf342138323856854e745ec
9fc33e99abf342138323856854e745ec2,Windows 7/8/10 [64-bit],3.5 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,9fc33e99abf342138323856854e745ec
d9595f3e223c4c9a8e1767e980e1ec091,10.6.8 (64Bit),Core2Duo,5 GB,Any with hardware 3D acceleration,6 GB,d9595f3e223c4c9a8e1767e980e1ec09
d9595f3e223c4c9a8e1767e980e1ec092,Version 10.6.8 or above (64Bit),2.3 GHz Intel Core i5,6 GB,Nvidia / AMD GPU with 256 MB or more,6 GB,d9595f3e223c4c9a8e1767e980e1ec09
ac7a008ed2324f8f91559d734da706101,Windows 10/8.1/7 64-bit,Core i3-2100 3.10 GHz,8 GB RAM,Geforce GTX 650 Ti,25 GB available space,ac7a008ed2324f8f91559d734da70610
ac7a008ed2324f8f91559d734da706102,Windows 10/8.1/7 64-bit,AMD FX-8320 8-Core,16 GB RAM,Radeon R7 370,25 GB available space,ac7a008ed2324f8f91559d734da70610
8ad4dc781e2b476a929144fde4e209051,Windows 7 SP1+,Intel Core 2 Duo,1024 MB RAM,shader 3.0 supporting card (i.e. Intel HD Graphics 4000),512 MB available space,8ad4dc781e2b476a929144fde4e20905
8ad4dc781e2b476a929144fde4e209052,Windows 7 SP1+,Intel Core 2 Duo,2048 MB RAM,,724 MB available space,8ad4dc781e2b476a929144fde4e20905
47e9cb097b504a0bae9285f2e4caeba71,Windows 7+,i3 Processor,4 GB RAM,,,47e9cb097b504a0bae9285f2e4caeba7
47e9cb097b504a0bae9285f2e4caeba72,Windows 10,Intel Core i5,8 GB RAM,,,47e9cb097b504a0bae9285f2e4caeba7
abdae4ebcf3e41beb6ec8040d818afcd1,,,,,,abdae4ebcf3e41beb6ec8040d818afcd
abdae4ebcf3e41beb6ec8040d818afcd2,,,,,,abdae4ebcf3e41beb6ec8040d818afcd
ded5930173d5495993186871fbfd329a1,"Win 7, 8, 10, 32/64-bit",2.8 Ghz Dual Core CPU,4 GB RAM,"AMD Radeon HD 6670, GeForce GTX 200 series with at least 1GB","13,5 GB available space",ded5930173d5495993186871fbfd329a
ded5930173d5495993186871fbfd329a2,"Win 10, 64-bit",3 Ghz Quad Core CPU,4 GB RAM,"AMD R7 200 series, GeForce GTX 500 series",,ded5930173d5495993186871fbfd329a
844f72b164ad4f5884c4feeca55616781,Windows 7 SP1+  (64-bit only),2.2GHz CPU Dual Core (SSE2 instruction set support),6 GB,Geforce GTX 750 / Radeon R7 260X with 1GB Memory,TBC,844f72b164ad4f5884c4feeca5561678
844f72b164ad4f5884c4feeca55616782,Windows 10  (64-bit only),3.0GHz CPU,8 GB,,,844f72b164ad4f5884c4feeca5561678
f473295b0ac84311a19875f1a4176d641,Windows 7+,Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent,2GB,,8,f473295b0ac84311a19875f1a4176d64
f473295b0ac84311a19875f1a4176d642,Windows 8+,Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent,4GB,,10,f473295b0ac84311a19875f1a4176d64
32114b828b6744a0bff27f7ab6cfe0a31,Windows 10,Intel I5-3470 / AMD FX-8350,8GB,Nvidia GeForce GTX 750ti / AMD Radeon R9 270x,70GB,32114b828b6744a0bff27f7ab6cfe0a3
32114b828b6744a0bff27f7ab6cfe0a32,Windows 10,Intel i7-7700K / AMD Ryzen 5 2600X,16GB,"Nvidia GeForce GTX 1070, 8 GB / Radeon RX Vega 56, 8 GB",70GB,32114b828b6744a0bff27f7ab6cfe0a3
3f110da6e3b44431924838a7335c6cbe1,Windows 10,Intel or AMD Dual-Core at 2.0 GHz,1 GB,GPU with OpenGL 3.2 or DirectX 10 support,5 GB,3f110da6e3b44431924838a7335c6cbe
3f110da6e3b44431924838a7335c6cbe2,Windows 10,Intel Core i5-2300 2.8 GHz/AMD Phenom II X4 945 3.0 GHz or equivalent,2 GB,,,3f110da6e3b44431924838a7335c6cbe
9ef83fd750d74fdd9e8ebdc7a9e23ea61,Windows 7 SP1,Intel Core i3 2.00 GHz or AMD equivalent,2 GB,NVIDIA GeForce 450 or higher with 1GB Memory,8 GB,9ef83fd750d74fdd9e8ebdc7a9e23ea6
9ef83fd750d74fdd9e8ebdc7a9e23ea62,Windows 7 SP1,Intel Core i3 2.00 GHz or AMD equivalent,2 GB,NVIDIA GeForce 450 or higher with 1GB Memory,8 GB,9ef83fd750d74fdd9e8ebdc7a9e23ea6
f5bf01af9b73409a9684f2039b9fb61b1,Windows 7/Windows 8/Windows 10 64bit,Intel i5-3470,8 GB RAM,Nvidia GTX 660,9 GB,f5bf01af9b73409a9684f2039b9fb61b
f5bf01af9b73409a9684f2039b9fb61b2,Windows 7/Windows 8/Windows 10 64bit,Intel i7-6770,16 GB RAM,Nvidia GTX 1060,9 GB,f5bf01af9b73409a9684f2039b9fb61b
5e240f97f7494908a2f41106d9cadf291,Windows 10/8.1/7 64-bit,Core i3-2100 3.10 GHz,8 GB RAM,Geforce GTX 650 Ti,25 GB available space,5e240f97f7494908a2f41106d9cadf29
5e240f97f7494908a2f41106d9cadf292,Windows 10/8.1/7 64-bit,AMD FX-8320 8-Core,16 GB RAM,Radeon R7 370,25 GB available space,5e240f97f7494908a2f41106d9cadf29
98050bc663334e2c9c99e596084bab0f1,Windows 7+,2GHz+ (SSE2 instruction set support),2GB RAM,1GB Video RAM,2GB,98050bc663334e2c9c99e596084bab0f
98050bc663334e2c9c99e596084bab0f2,Windows 7+,2GHz+ (SSE2 instruction set support),2GB RAM,1GB Video RAM,2GB,98050bc663334e2c9c99e596084bab0f
826d7970fddb47fa980b6bf6ef8a7ab41,Windows 7 (SP1+),3.0 GHz Dual Core Processor,2 GB RAM,,,826d7970fddb47fa980b6bf6ef8a7ab4
826d7970fddb47fa980b6bf6ef8a7ab42,Windows 10,3.2 GHz Quad Core Processor,4 GB RAM,,,826d7970fddb47fa980b6bf6ef8a7ab4
f23395b3301246aa84d197d6957f273a1,Windows 10 [64 bits],64 Dual Core CPU 2GHz+,4GB,,2GB,f23395b3301246aa84d197d6957f273a
f23395b3301246aa84d197d6957f273a2,Windows 10 [64 bits],64 Dual Core CPU 2GHz+,4GB,,2GB,f23395b3301246aa84d197d6957f273a
87bef1a6aaeb4723925b663f1226987b1,Windows 10,64 Bit Dual Core 2GHz CPU,6GB,,200MB,87bef1a6aaeb4723925b663f1226987b
87bef1a6aaeb4723925b663f1226987b2,Windows 10,64 Bit Quad Core 2GHz CPU,16GB,,5GB,87bef1a6aaeb4723925b663f1226987b
157ebfb4009743a4a818a1e32466ca7d1,Windows 8,Core i3,8GB,,500MB,157ebfb4009743a4a818a1e32466ca7d
157ebfb4009743a4a818a1e32466ca7d2,Windows 10,Core i7,16GB,,500MB,157ebfb4009743a4a818a1e32466ca7d
cca1487906d84402ad0eb1159bc559b11,Windows 7+,2 Ghz,2 GB,,,cca1487906d84402ad0eb1159bc559b1
cca1487906d84402ad0eb1159bc559b12,Windows 10,2 Ghz,8 GB,,,cca1487906d84402ad0eb1159bc559b1
ef673112760b43c39b8492c31da80e4b1,Windows 10/7/8/8.1/Vista (32 or 64 bit),2.4ghz Intel Core 2 Duo or equivalent,4 GB RAM,"Intel HD Graphics 4600, NVIDIA GeForce GT 630, Radeon HD 5670",,ef673112760b43c39b8492c31da80e4b
ef673112760b43c39b8492c31da80e4b2,Windows 10/7/8/8.1/Vista (32 or 64 bit),2.66GHz Intel Core i7,4 GB RAM,"Intel HD Graphics 5200, NVIDIA GeForce GT 750, Radeon HD 7800",,ef673112760b43c39b8492c31da80e4b
9ea2932562a741049039aef998ce00941,Windows 8.1 64-Bit or later,"Intel Core i5-3470, AMD FX-6350 or equivalent",8 GB,"NVIDIA GeForce GTX 1050 with 2 GB VRAM or more, AMD Radeon HD 7950 with 2 GB VRAM or more",22 GB,9ea2932562a741049039aef998ce0094
9ea2932562a741049039aef998ce00942,Windows 8.1 64-Bit or later,"Intel Core i7-5820K, AMD Ryzen 5 1500X or equivalent",16 GB,"NVIDIA GeForce GTX 1060 with 6 GB VRAM or more, AMD Radeon RX 5700 with 6 GB VRAM or more",22 GB,9ea2932562a741049039aef998ce0094
3d713dcf81e7417b939e7be3efb70f411,OSX 10.12.6 or later,Intel Core i5 3.3 GHz (4 Cores),8 GB,NVIDIA GeForce GT 680 / AMD R9 M290,20 GB,3d713dcf81e7417b939e7be3efb70f41
3d713dcf81e7417b939e7be3efb70f412,OSX 10.12.6 or later,Intel Core i5 3.3 GHz (4 Cores),8 GB,NVIDIA GeForce GT 680 / AMD R9 M290,20 GB,3d713dcf81e7417b939e7be3efb70f41
1a707a9a17f044509271a410e1fbbb5b1,64-bit Windows 8/10 (the game runs on Windows 7 but no support will be provided),"Intel or AMD, Dual Core or better (Requires a 64-bit processor and operating system)",8 GB,"nVidia or AMD, 2GB VRAM",12 GB,1a707a9a17f044509271a410e1fbbb5b
1a707a9a17f044509271a410e1fbbb5b2,64-bit Windows 8/10 (the game runs on Windows 7 but no support will be provided),"Intel or AMD, Dual Core or better (Requires a 64-bit processor and operating system)",8 GB,"nVidia or AMD, 4GB of VRAM",12 GB,1a707a9a17f044509271a410e1fbbb5b
a40d8475938e40beab4236f855a612541,,,,,,a40d8475938e40beab4236f855a61254
a40d8475938e40beab4236f855a612542,,,,,,a40d8475938e40beab4236f855a61254
ec6230f20ebe4667ad08b5079bf7e5e91,,,,,,ec6230f20ebe4667ad08b5079bf7e5e9
ec6230f20ebe4667ad08b5079bf7e5e92,,,,,,ec6230f20ebe4667ad08b5079bf7e5e9
122ce57331224c4987bfa677682e99921,,,,,,122ce57331224c4987bfa677682e9992
122ce57331224c4987bfa677682e99922,,,,,,122ce57331224c4987bfa677682e9992
457d5b214f3d416f8f7416342b9c3b641,,,,,,457d5b214f3d416f8f7416342b9c3b64
457d5b214f3d416f8f7416342b9c3b642,,,,,,457d5b214f3d416f8f7416342b9c3b64
5d72914420da4870ae54365d6a0193c81,"Windows 7, 8, 10","Intel Core 2 Duo / AMD X2, min. 2.2 GHz",4 GB RAM,"DirectX 11 compatible GPU, min. 1.5 GB dedicated VRAM (AMD Radeon HD 7000 series / NVIDIA GeForce GTX 500 series)",12 GB,5d72914420da4870ae54365d6a0193c8
5d72914420da4870ae54365d6a0193c82,Windows 10,"Intel i5 / AMD X4, min. 2.8 GHz",8 GB RAM,"DirectX 11 compatible GPU, min. 2 GB dedicated VRAM (AMD R9 300 series / NVIDIA GeForce GTX 900 series)",12 GB,5d72914420da4870ae54365d6a0193c8
ffadb5367acf43649fae58d919b687591,Windows 7 x64 and UP,Intel i3 or AMD equivalent or better,4 GB,NVIDIA GTX 570 or higher,8 GB,ffadb5367acf43649fae58d919b68759
ffadb5367acf43649fae58d919b687592,Windows 10,Intel i5 processor or higher / AMD Phenom II X6 or higher,8 GB,NVIDIA GeForce GTX 9xx or higher,8 GB,ffadb5367acf43649fae58d919b68759
9bb4862da1794b43b060a257b4da61021,OS X 10.8.5,"1,3 GHz CPU",2 GB,,1 GB,9bb4862da1794b43b060a257b4da6102
9bb4862da1794b43b060a257b4da61022,OS X 10.9.1,Dual-core 2Ghz CPU,2 GB,,1 GB,9bb4862da1794b43b060a257b4da6102
f4cc69d311c8420d8c6c3ca0edfaec401,Windows 7 64bit or later,Dual core AMD or Intel processor @ 3.0 GHz or faster,4 GB,"GTX 950, AMD R9 280 or newer",10 GB,f4cc69d311c8420d8c6c3ca0edfaec40
f4cc69d311c8420d8c6c3ca0edfaec402,Windows 7 64bit or later,Quad core AMD or Intel processor @ 2.8 GHz or faster,8 GB,"GTX 1060, AMD RX 580 or newer",10 GB,f4cc69d311c8420d8c6c3ca0edfaec40
2a2b00dc10c04a3ba964d5c5b8df7bfe1,Windows 10,Core I5-6500 or equivalent,8 GB,NVIDIA GeForce GTX 760 / AMD Radeon R9 380,15 GB,2a2b00dc10c04a3ba964d5c5b8df7bfe
2a2b00dc10c04a3ba964d5c5b8df7bfe2,Windows 10,Core I5-6500 or equivalent,8 GB,NVIDIA GeForce GTX 760 / AMD Radeon R9 380,15 GB,2a2b00dc10c04a3ba964d5c5b8df7bfe
d2c076cd3c49453cbc85d7eb4c2237131,Windows 7SP,2.4 GHz intel i3,2 GB,NVIDIA GT 460 or AMD Radeon HD 5550 w/ 1024 MB,595 Mb,d2c076cd3c49453cbc85d7eb4c223713
d2c076cd3c49453cbc85d7eb4c2237132,Windows 10,2.4 GHz intel i5,4 GB,NVIDIA GT 1050 or AMD Radeon RX 560 w/ 2048 MB,595 Mb,d2c076cd3c49453cbc85d7eb4c223713
4cc414e570bc43cfa0d7fda4830909ac1,Windows 7 (64-bit),Quad Core 3.2 Ghz or equivalent,8 GB RAM,NVIDIA GeForce GTX 660 or equivalent,4 GB available space,4cc414e570bc43cfa0d7fda4830909ac
4cc414e570bc43cfa0d7fda4830909ac2,Windows 10 (64-bit),Quad Core 3.40 Ghz or equivalent,8 GB RAM,NVIDIA GeForce GTX 970 or equivalent,4 GB available space,4cc414e570bc43cfa0d7fda4830909ac
08f2539567df4d43a1b0f8a5196f43cc1,Windows 10,i5,4 GB,GTX 660 or Radeon 7970,1 GB,08f2539567df4d43a1b0f8a5196f43cc
08f2539567df4d43a1b0f8a5196f43cc2,Windows 10,i7,8 GB,GTX 1080 or above,1 GB,08f2539567df4d43a1b0f8a5196f43cc
b87d353b891e4541930799683678fa221,Windows 10 (64-bit),AMD FX 6300 X6 / Intel Core i5-3570K,8 GB,"2 GB VRAM, Radeon HD 7870 / GeForce GTX 660",40 Go,b87d353b891e4541930799683678fa22
b87d353b891e4541930799683678fa222,Windows 10 (64-bit),AMD Ryzen 5 2600 / Intel Core i5-8600K,16 GB,"6 GB VRAM, Radeon RX 590 / GeForce GTX 1060",40 Go,b87d353b891e4541930799683678fa22
2e2a7938aa924604ad91f1398d54feb61,Windows 7,AMD Phenom X4 9650 or equivalent,4 GB,Nvidia GeForce GTX 750 Ti or equivalent,,2e2a7938aa924604ad91f1398d54feb6
2e2a7938aa924604ad91f1398d54feb62,Windows 10,Intel Core i5 or equivalent,8 GB,Nvidia GeForce GTX 960 or equivalent,,2e2a7938aa924604ad91f1398d54feb6
e544fe78c1c3470d99018d33d8b997141,Windows 7 SP1 with Platform Update (64 bit),3.0 GHz Dual Core,4 GB,"Nvidia GeForce GT 1030 2GB, AMD Radeon RX 550 2 GB",,e544fe78c1c3470d99018d33d8b99714
e544fe78c1c3470d99018d33d8b997142,Windows 10 Creators Update (64 bit),3.0 GHz Dual Core,8 GB,"Nvidia GeForce GTX 1080, AMD Radeon RX Vega 64",,e544fe78c1c3470d99018d33d8b99714
f9208ce1192149bb930c6a065fed5cca1,"Windows 10, 64 bits", Intel Core 2 Quad CPU Q6600 @ 2.40GHz (4 CPUs) or AMD Phenom 9850 Quad-Core Processor (4 CPUs) @ 2.5GHz,8 GB,NVIDIA GEFORCE GTX 960 or AMD R9 280,40 GB,f9208ce1192149bb930c6a065fed5cca
f9208ce1192149bb930c6a065fed5cca2,"Windows 10, 64 bits",Intel Core i5 3470 @ 3.2GHZ (4 CPUs) or AMD X8 FX-8350 @ 4GHZ (8 CPUs),10 GB,NVIDIA GEFORCE GTX 1070 or AMD RX VEGA-56,40 GB,f9208ce1192149bb930c6a065fed5cca
36aaf2f1da61473eaaabd1776c4548a71,macOS 10.15 Catalina,"Intel Core i5 2,3 GHz",8 GB,Intel UHD 630,9 GB,36aaf2f1da61473eaaabd1776c4548a7
36aaf2f1da61473eaaabd1776c4548a72,macOS 10.15 Catalina,Intel Core i5 3 GHz,8 GB,AMD Radeon Pro 5300M,9 GB,36aaf2f1da61473eaaabd1776c4548a7
141eee80fbe041d48e16e7b9988292951,10.14.5,2.5 Ghz Intel Core i7,4 GB RAM,,,141eee80fbe041d48e16e7b998829295
141eee80fbe041d48e16e7b9988292952,11.3,2.5 Ghz Intel Core i7,8 GB RAM,,,141eee80fbe041d48e16e7b998829295
ed820853b9f649ac93e2456b2362220d1,Windows 7 / 8 / 10,2 GHZ,1 GB RAM,DirectX 10 compatible,500 MB available space,ed820853b9f649ac93e2456b2362220d
ed820853b9f649ac93e2456b2362220d2,Windows 7 / 8 / 10,2 GHZ,1 GB RAM,DirectX 10 compatible,500 MB available space,ed820853b9f649ac93e2456b2362220d
98be9822fb7d407384cd2f85cba14f881,Windows 7 64-bit or newer,Intel Celeron 1037U @ 1.80GHz,4 GB,Intel HD Graphics 3000,30GB,98be9822fb7d407384cd2f85cba14f88
98be9822fb7d407384cd2f85cba14f882,Windows 7 64-bit or newer,Intel Core i7 CPU 920 @ 2.67GHz,8 GB,ATI Radeon HD 5770 or NVIDIA GeForce GTX 960M,30GB,98be9822fb7d407384cd2f85cba14f88
c7fcbd662a504064bc35c7e23396e7051,Windows 7 64-bit,Intel Core i3 / AMD Ryzen 3 2.6ghz+,8 GB RAM,Intel HD 530 or better,15 GB available space,c7fcbd662a504064bc35c7e23396e705
c7fcbd662a504064bc35c7e23396e7052,Windows 7 64-bit,Intel Core i5 / AMD Ryzen 5 @ 3Ghz +,8 GB RAM,"Nvidia 1050 Ti / AMD Radeon 570, 4GB VRAM",15 GB available space,c7fcbd662a504064bc35c7e23396e705
a0b69f54a0314a588d917a77bca44cfe1,,,,,,a0b69f54a0314a588d917a77bca44cfe
a0b69f54a0314a588d917a77bca44cfe2,,,,,,a0b69f54a0314a588d917a77bca44cfe
8bb7b37036af456facd7d4cef7eff25c1,Windows 7 Sp. 64-bit,"Intel Core i3 or AMD Athlon II X4 with at least 2,7 GHz",4 GB,"GeForce GT 740, Radeon HD 7750 - at least 1GB GPU memory",10 GB,8bb7b37036af456facd7d4cef7eff25c
8bb7b37036af456facd7d4cef7eff25c2,Windows 7 Sp. 64-bit,"Intel Core i5 or AMD Athlon II X4 with at least 3,2 GHz",6 GB,"GeForce GTX 960, Radeon HD 7970 - at least 2GB GPU memory",10 GB,8bb7b37036af456facd7d4cef7eff25c
2fecb1793ce446408cd869611400a7971,Windows XP SP2,2.6 GHz single core,1 GB,DirectX 9.0c compatible graphics card,2 GB,2fecb1793ce446408cd869611400a797
2fecb1793ce446408cd869611400a7972,Windows 10,3.0 GHz dual core,2 GB,"GeForce 8 series, ATI Radeon HD2xxx",2 GB,2fecb1793ce446408cd869611400a797
501a59bae886454f90cf37f13b63cbb41,"OSX Version 10.11: ""El-Capitan""","Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz or equivalent",4 GB RAM,Radeon Pro 500 series or equivalent,2 GB available space,501a59bae886454f90cf37f13b63cbb4
501a59bae886454f90cf37f13b63cbb42,"OSX Version 10.14: ""Mojave""","Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz or equivalent",8 GB RAM,Radeon Pro 5000M series or equivalent,4 GB available space,501a59bae886454f90cf37f13b63cbb4
8a3b749743254bc58cdb730a54e4cc5c1,Windows 8,TBD,8 GB,TBD,,8a3b749743254bc58cdb730a54e4cc5c
8a3b749743254bc58cdb730a54e4cc5c2,Windows 10,i5 or higher for 60fps@1080p,8 GB,GTX 1070 or higher for 60fps@1080p,,8a3b749743254bc58cdb730a54e4cc5c
9e5a531f267148ed8af46457b854918f1,Windows 7+ (64 bits),X64 Dual Core CPU 2+ GHz,4 GB RAM,Integrated GPU with 2+ GB Shared Graphics Memory,900 MB,9e5a531f267148ed8af46457b854918f
9e5a531f267148ed8af46457b854918f2,Windows 7+ (64 bits),X64 Dual Core CPU 2+ GHz,8 GB RAM,Discrete GPU with 2GB VRAM,1 GB+,9e5a531f267148ed8af46457b854918f
e31321db733a40d29cc0640b524dfa001,"Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit",Intel® Core™ i3-2100 @ 3.10 GHz / AMD FX-4100 @ 3.60 GHz or better,4 GB RAM,NVIDIA® GeForce® GT 450 1GB / ATI® Radeon™ HD 7770 1GB or better,110 GB available space,e31321db733a40d29cc0640b524dfa00
e31321db733a40d29cc0640b524dfa002,"Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit",Intel® Core™ i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or better,8 GB RAM,NVIDIA® GeForce® GTX 770 2GB / AMD® Radeon™ R9 270 2GB or better,110 GB available space,e31321db733a40d29cc0640b524dfa00
69660a391b16453cbf22148ac86ad55d1,Windows 7,2.4 GHz Dual Core,2 GB RAM,GTX 760 or Equivalent,2 GB,69660a391b16453cbf22148ac86ad55d
69660a391b16453cbf22148ac86ad55d2,Windows 10,2.4 GHz Quad Core,4 GB RAM,GTX 1060 or Equivalent,2 GB,69660a391b16453cbf22148ac86ad55d
fd05ded73f7944798434bd7ee7b39e9c1,Windows 8 or higher,Intel Core i5 3470 @ 2.9hz / AMD-FX-6300,8 GB RAM,NVIDIA GeForce 750 Ti / AMD Radeon R7 260X,2.5GB,fd05ded73f7944798434bd7ee7b39e9c
